pos	gpos	p1	ihh1	p2	ihh2	xpehh	normxpehh	crit
scaffold283_328527	328527	328527	0.15	21116.3	0.075	19871.4	0.0607631	-0.411382	0
scaffold283_328554	328554	328554	0.275	19530.1	0.375	19853.1	-0.0164011	-0.591914	0
scaffold283_328574	328574	328574	0.075	19936.9	0.1	20267	-0.0164248	-0.591969	0
scaffold283_329839	329839	329839	0.375	15713.9	0.5	12876.3	0.199159	-0.0875924	0
scaffold283_329863	329863	329863	0.3	15847.4	0.325	12373.1	0.247477	0.0254518	0
scaffold283_329864	329864	329864	0.15	15846	0.075	13477	0.161931	-0.174691	0
scaffold283_329867	329867	329867	0.15	15846	0.075	13477	0.161931	-0.174691	0
scaffold283_330122	330122	330122	0.625	15511.2	0.425	13941.3	0.106704	-0.303899	0
scaffold283_330123	330123	330123	0.625	15511.2	0.425	13941.3	0.106704	-0.303899	0
scaffold283_330126	330126	330126	0.075	21961.2	0.175	19943.6	0.0963683	-0.32808	0
scaffold283_432561	432561	432561	0.475	14977.7	0.25	17234	-0.14032	-0.881833	0
scaffold283_435975	435975	435975	0.075	13213.4	0.075	15742.5	-0.175133	-0.963281	0
scaffold283_436019	436019	436019	0.05	12359.6	0.1	13511.2	-0.0890854	-0.761965	0
scaffold283_436186	436186	436186	0.5	5877.34	0.45	5685.59	0.0331688	-0.475941	0
scaffold283_436197	436197	436197	0.35	5375.59	0.425	5403.12	-0.00510742	-0.565491	0
scaffold283_436218	436218	436218	0.375	10449.1	0.425	7136.87	0.381241	0.338404	0
scaffold283_436233	436233	436233	0.375	10449.1	0.35	6865.64	0.419985	0.429049	0
scaffold283_436257	436257	436257	0.375	10449.1	0.425	6923.67	0.411568	0.409357	0
scaffold283_437273	437273	437273	0.1	11807.9	0.025	8315.56	0.350638	0.266806	0
scaffold283_437293	437293	437293	0.1	11609	0.075	7731.28	0.406504	0.397509	0
scaffold283_437316	437316	437316	0.275	10624.6	0.225	6603.39	0.475585	0.55913	0
scaffold283_437514	437514	437514	0.325	10257.2	0.2	5962.97	0.542416	0.715487	0
scaffold283_437542	437542	437542	0.225	10866.4	0.2	6721.44	0.480377	0.570342	0
scaffold283_437546	437546	437546	0.275	17219.3	0.15	10577.4	0.487308	0.586557	0
scaffold283_437589	437589	437589	0	21720	0.175	12194.9	0.577213	0.796898	0
scaffold283_437591	437591	437591	0.175	21678.2	0.125	16711.5	0.260209	0.0552394	0
scaffold283_452739	452739	452739	0.6	22078.5	0.425	16225.8	0.308004	0.16706	0
scaffold283_452746	452746	452746	0.35	22338.2	0.1	16290.2	0.315734	0.185145	0
scaffold283_453001	453001	453001	0.025	31953	0.375	17156.2	0.621905	0.901459	0
scaffold283_453016	453016	453016	0.025	31953	0.375	17156.2	0.621905	0.901459	0
scaffold283_465195	465195	465195	0	32264.3	0.175	17893	0.589549	0.825759	0
scaffold283_465200	465200	465200	0.15	27090.8	0.175	17109.4	0.459564	0.521648	0
scaffold283_465395	465395	465395	0.5	23205	0.375	16120.6	0.364271	0.298701	0
scaffold283_465403	465403	465403	0.475	23051.9	0.2	21622.6	0.064009	-0.403788	0
scaffold283_465410	465410	465410	0.025	34961.4	0.075	29163.6	0.181324	-0.129319	0
scaffold283_511178	511178	511178	0.425	29262.9	0.25	28709.9	0.0190799	-0.508903	0
scaffold283_511421	511421	511421	0.125	33795.5	0.15	31274.9	0.0775109	-0.372199	0
scaffold283_530803	530803	530803	0.5	29928.1	0.375	26131.1	0.135674	-0.236121	0
scaffold283_530832	530832	530832	0.5	22106.6	0.375	22387	-0.0126038	-0.58303	0
scaffold283_530833	530833	530833	0.5	22106.6	0.375	22387	-0.0126038	-0.58303	0
scaffold283_530884	530884	530884	0.5	27400.3	0.375	24272.8	0.121198	-0.269989	0
scaffold283_591528	591528	591528	0	32642.5	0.2	22832.1	0.35745	0.282743	0
scaffold283_591537	591537	591537	0	32642.5	0.2	22832.1	0.35745	0.282743	0
scaffold283_591564	591564	591564	0.45	26340.4	0.35	17854.2	0.388866	0.356244	0
scaffold283_591571	591571	591571	0.475	25585.2	0.325	15507.3	0.500702	0.617894	0
scaffold283_591605	591605	591605	0	25691.9	0.1	15584	0.499927	0.61608	0
scaffold283_591751	591751	591751	0	25691.9	0.1	15584	0.499927	0.61608	0
scaffold283_591768	591768	591768	0	25691.9	0.1	15584	0.499927	0.61608	0
scaffold283_591777	591777	591777	0	25691.9	0.1	15584	0.499927	0.61608	0
scaffold283_591816	591816	591816	0.475	26610.9	0.375	17430.8	0.423084	0.4363	0
scaffold283_602634	602634	602634	0.525	19808.4	0.35	16249.1	0.198065	-0.0901519	0
scaffold283_602635	602635	602635	0	23930.7	0.15	15136.1	0.458081	0.518178	0
scaffold283_602951	602951	602951	0.525	20557.2	0.35	17509.3	0.160478	-0.17809	0
scaffold283_641791	641791	641791	0.05	25775.5	0.1	21205.9	0.195146	-0.0969812	0
scaffold283_641792	641792	641792	0.05	25775.5	0.1	21205.9	0.195146	-0.0969812	0
scaffold283_641801	641801	641801	0.475	13259.3	0.425	12117.6	0.090044	-0.342876	0
scaffold283_641815	641815	641815	0.05	12349.3	0.1	10917.6	0.123228	-0.26524	0
scaffold283_641828	641828	641828	0.05	12349.3	0.1	10917.6	0.123228	-0.26524	0
scaffold283_641838	641838	641838	0.05	12349.3	0.1	10917.6	0.123228	-0.26524	0
scaffold283_641853	641853	641853	0.475	12332.6	0.425	10903.3	0.123177	-0.265359	0
scaffold283_641865	641865	641865	0.05	12454	0.1	11011.4	0.123108	-0.26552	0
scaffold283_642115	642115	642115	0.05	12451.5	0.1	11008.6	0.123161	-0.265396	0
scaffold283_642116	642116	642116	0.05	12451.5	0.1	11008.6	0.123161	-0.265396	0
scaffold283_642120	642120	642120	0.3	9356.97	0.2	9726.32	-0.0387142	-0.644117	0
scaffold283_642136	642136	642136	0.05	13993.3	0.1	11385	0.206282	-0.0709275	0
scaffold283_642159	642159	642159	0.175	13735.7	0.15	11723.8	0.158378	-0.183003	0
scaffold283_642160	642160	642160	0.475	15995.9	0.425	14712.8	0.0836157	-0.357916	0
scaffold283_683359	683359	683359	0.175	19034.9	0.35	15166.1	0.227211	-0.0219623	0
scaffold283_683394	683394	683394	0.325	12177.9	0.225	11357.9	0.0697029	-0.390466	0
scaffold283_683398	683398	683398	0.175	11539.2	0.325	10919.4	0.0552104	-0.424373	0
scaffold283_683503	683503	683503	0.175	13455.3	0.275	12989.6	0.0352249	-0.471131	0
scaffold283_683525	683525	683525	0.3	12649	0.2	12460.1	0.0150469	-0.518339	0
scaffold283_683650	683650	683650	0.175	16130.7	0.275	16473.5	-0.0210254	-0.602733	0
scaffold283_683661	683661	683661	0.05	16002.2	0.05	16048.4	-0.0028803	-0.560281	0
scaffold283_683676	683676	683676	0.3	14326	0.175	15399.7	-0.0722729	-0.722631	0
scaffold283_683677	683677	683677	0.175	17274.8	0.275	17625.8	-0.0201159	-0.600605	0
scaffold283_683689	683689	683689	0.125	16989.6	0.075	17464.9	-0.0275915	-0.618095	0
scaffold283_683701	683701	683701	0.175	22538.9	0.275	21008.7	0.0703045	-0.389059	0
scaffold283_683712	683712	683712	0.175	22538.9	0.275	21008.7	0.0703045	-0.389059	0
scaffold283_703729	703729	703729	0.325	26375.6	0.225	29285.7	-0.104662	-0.798408	0
scaffold283_722376	722376	722376	0.2	27947.1	0.2	29373.4	-0.0497774	-0.670001	0
scaffold283_722380	722380	722380	0.2	27947.1	0.2	29373.4	-0.0497774	-0.670001	0
scaffold283_737492	737492	737492	0.125	24560.4	0.05	29506.6	-0.183479	-0.982807	0
scaffold283_738447	738447	738447	0.35	12678.5	0.225	20441.4	-0.477653	-1.67105	0
scaffold283_738476	738476	738476	0	12685.2	0.2	11891.3	0.0646268	-0.402342	0
scaffold284_8242	8242	8242	0.15	5392.97	0.05	6180.14	-0.136245	-0.872299	0
scaffold284_8269	8269	8269	0.275	6424.54	0.3	8416.42	-0.27006	-1.18537	0
scaffold284_8473	8473	8473	0.25	6428.01	0.325	8414.48	-0.269289	-1.18357	0
scaffold284_8496	8496	8496	0.2	6553.66	0	8432.91	-0.252119	-1.1434	0
scaffold284_8523	8523	8523	0.3	7052.49	0.4	8398.22	-0.174638	-0.962123	0
scaffold284_8530	8530	8530	0.15	7077.07	0	8511.33	-0.184539	-0.985287	0
scaffold284_8540	8540	8540	0.275	9095	0.3	8503.34	0.0672662	-0.396167	0
scaffold284_10022	10022	10022	0.025	15600.8	0.125	15883.4	-0.0179481	-0.595533	0
scaffold284_10057	10057	10057	0.425	14965.8	0.25	16963.8	-0.125308	-0.846711	0
scaffold284_10085	10085	10085	0.025	27061.5	0.125	23401.2	0.145327	-0.213537	0
scaffold284_10260	10260	10260	0.175	28915.5	0.1	30293.1	-0.0465442	-0.662436	0
scaffold284_83490	83490	83490	0.05	37229.9	0.075	33913	0.0933142	-0.335226	0
scaffold284_101515	101515	101515	0.3	27930.1	0.225	26738.2	0.043613	-0.451506	0
scaffold284_101534	101534	101534	0.35	25581.6	0.3	24115	0.0590397	-0.415414	0
scaffold284_101551	101551	101551	0.35	25581.6	0.3	24115	0.0590397	-0.415414	0
scaffold284_101559	101559	101559	0.05	25583.6	0.1	22494.4	0.128687	-0.252468	0
scaffold284_101566	101566	101566	0.35	25582.2	0.3	22999.4	0.106427	-0.304547	0
scaffold284_101583	101583	101583	0.2	24319.7	0.025	23003.5	0.0556421	-0.423363	0
scaffold284_101588	101588	101588	0.35	24949.6	0.3	23134.4	0.0755366	-0.376818	0
scaffold284_101591	101591	101591	0.125	21576.2	0.225	16358.4	0.27685	0.0941724	0
scaffold284_101599	101599	101599	0.325	25107.5	0.3	22606.1	0.10495	-0.308003	0
scaffold284_101776	101776	101776	0.05	35769.9	0.1	29062	0.207675	-0.0676685	0
scaffold284_156475	156475	156475	0.625	29423.6	0.325	23914.2	0.207323	-0.068492	0
scaffold284_158391	158391	158391	0.625	29423.6	0.325	23914.2	0.207323	-0.068492	0
scaffold284_158653	158653	158653	0.025	37911.2	0.325	23013.1	0.499183	0.61434	0
scaffold284_168039	168039	168039	0	38946.4	0.1	31606.2	0.208832	-0.0649616	0
scaffold284_168040	168040	168040	0.075	35449.7	0.2	29022	0.200061	-0.0854821	0
scaffold284_168329	168329	168329	0.075	35399.6	0.025	35434.8	-0.000993469	-0.555867	0
scaffold284_180026	180026	180026	0.35	26184.6	0.5	27899.3	-0.0634319	-0.701947	0
scaffold284_180303	180303	180303	0.3	22690.2	0.025	45407	-0.693733	-2.17659	1
scaffold284_215149	215149	215149	0.375	20669.7	0.025	44872.7	-0.775161	-2.3671	1
scaffold284_215163	215163	215163	0.375	14600.2	0.025	43506.2	-1.09187	-3.10807	1
scaffold284_215165	215165	215165	0.375	14600.2	0.025	43506.2	-1.09187	-3.10807	1
scaffold284_215168	215168	215168	0.375	14600.2	0.025	43506.2	-1.09187	-3.10807	1
scaffold284_215180	215180	215180	0.425	13600.7	0.075	41480.8	-1.11511	-3.16244	1
scaffold284_215200	215200	215200	0.425	15188.7	0.05	41957.6	-1.01611	-2.93082	1
scaffold284_215202	215202	215202	0.425	15188.7	0.05	41957.6	-1.01611	-2.93082	1
scaffold284_215208	215208	215208	0.4	14539	0.025	41984.1	-1.06046	-3.03458	1
scaffold284_215211	215211	215211	0.4	14539	0.025	41984.1	-1.06046	-3.03458	1
scaffold284_215215	215215	215215	0.25	13998.5	0.025	41984.1	-1.09834	-3.1232	1
scaffold284_215227	215227	215227	0.475	14923.7	0.075	40208.3	-0.991126	-2.87237	1
scaffold284_215229	215229	215229	0.475	14923.7	0.075	40208.3	-0.991126	-2.87237	1
scaffold284_238072	238072	238072	0.025	19839.3	0.075	37843.2	-0.645784	-2.06441	1
scaffold284_238079	238079	238079	0.05	17534.4	0.05	33863.1	-0.65816	-2.09336	1
scaffold284_238081	238081	238081	0.25	12554.5	0.05	31877.2	-0.931809	-2.73359	1
scaffold284_238084	238084	238084	0.025	12090.3	0.2	22294.8	-0.611949	-1.98525	0
scaffold284_238104	238104	238104	0.025	12090.3	0.225	20924.2	-0.548502	-1.83681	0
scaffold284_238132	238132	238132	0.275	8770.63	0.025	20983.2	-0.872312	-2.59439	1
scaffold284_238135	238135	238135	0.5	6347.35	0.4	10409.8	-0.494714	-1.71097	0
scaffold284_238340	238340	238340	0.525	5414.06	0.375	6154.82	-0.128237	-0.853564	0
scaffold284_238374	238374	238374	0.05	7236.64	0.05	7470.88	-0.0318552	-0.62807	0
scaffold284_238667	238667	238667	0.15	7771.23	0	7905.82	-0.0171701	-0.593713	0
scaffold284_238671	238671	238671	0.025	7763.62	0.2	7776.82	-0.00169888	-0.557517	0
scaffold284_238675	238675	238675	0.175	7407.28	0.25	6930.02	0.0666007	-0.397724	0
scaffold284_238698	238698	238698	0.025	8999.06	0.2	8934.52	0.00719817	-0.536701	0
scaffold284_238711	238711	238711	0.15	8997.35	0.075	9184.91	-0.0206317	-0.601812	0
scaffold284_238718	238718	238718	0.025	9932.81	0.075	9184.91	0.0782812	-0.370397	0
scaffold284_238847	238847	238847	0.225	10212.5	0.025	10026.6	0.0183706	-0.510563	0
scaffold284_238863	238863	238863	0.025	15382.4	0.2	9868.9	0.443839	0.484858	0
scaffold284_238867	238867	238867	0.55	15659.3	0.425	12974.6	0.188071	-0.113534	0
scaffold284_238875	238875	238875	0.025	29303.1	0.175	23101.1	0.237814	0.00284432	0
scaffold284_277640	277640	277640	0.125	26394	0.025	26653.7	-0.00979037	-0.576448	0
scaffold284_277875	277875	277875	0.5	18326.8	0.475	17280.7	0.0587753	-0.416032	0
scaffold284_277940	277940	277940	0.1	26742.4	0	26696.8	0.00170928	-0.549543	0
scaffold284_325003	325003	325003	0.1	26906.2	0.35	18044.3	0.399527	0.381186	0
scaffold284_325006	325006	325006	0	27382.2	0.1	18293	0.403373	0.390184	0
scaffold284_325016	325016	325016	0.175	21248.8	0.2	14653.3	0.371634	0.315928	0
scaffold284_325085	325085	325085	0.575	17226.3	0.35	11211.3	0.429514	0.451343	0
scaffold284_325241	325241	325241	0.175	22820.6	0.2	17511.8	0.264789	0.0659547	0
scaffold284_405220	405220	405220	0.475	15604.6	0.3	14919	0.0449322	-0.448419	0
scaffold284_405234	405234	405234	0.175	11398.8	0.275	9794.04	0.151734	-0.198547	0
scaffold284_405240	405240	405240	0.125	8423.57	0.175	7701.12	0.0896678	-0.343757	0
scaffold284_405242	405242	405242	0.125	8423.57	0.175	7701.12	0.0896678	-0.343757	0
scaffold284_405427	405427	405427	0.225	7845.25	0.25	7421.14	0.0555762	-0.423517	0
scaffold284_405443	405443	405443	0.45	5519.94	0.3	5581.24	-0.0110432	-0.579379	0
scaffold284_405447	405447	405447	0.45	5519.94	0.3	5581.24	-0.0110432	-0.579379	0
scaffold284_405459	405459	405459	0.45	7154.92	0.3	7484.77	-0.0450707	-0.658989	0
scaffold284_405466	405466	405466	0.175	6677.69	0.1	6542.53	0.0204482	-0.505702	0
scaffold284_405475	405475	405475	0.45	7838.42	0.275	7933.93	-0.0121105	-0.581876	0
scaffold284_405482	405482	405482	0.45	7838.42	0.3	8152.31	-0.0392641	-0.645404	0
scaffold284_405493	405493	405493	0.15	14488.4	0.15	13595.5	0.0636072	-0.404728	0
scaffold284_489329	489329	489329	0.375	10889.6	0.375	10539.2	0.0327117	-0.47701	0
scaffold284_489341	489341	489341	0.275	7208.84	0.075	9029.52	-0.225191	-1.0804	0
scaffold284_489348	489348	489348	0.275	7208.84	0.025	9126.77	-0.235904	-1.10546	0
scaffold284_489353	489353	489353	0.375	7889.73	0.35	9063.3	-0.138672	-0.877977	0
scaffold284_489364	489364	489364	0.15	6670.22	0.125	7797.11	-0.1561	-0.918752	0
scaffold284_489544	489544	489544	0.075	7335.93	0.025	8266.85	-0.11947	-0.833053	0
scaffold284_489550	489550	489550	0.4	7946.59	0.475	7212.55	0.0969206	-0.326788	0
scaffold284_489569	489569	489569	0.4	7946.59	0.475	7212.55	0.0969206	-0.326788	0
scaffold284_489598	489598	489598	0	8627.04	0.1	8087.53	0.0645778	-0.402457	0
scaffold284_489600	489600	489600	0.5	6711.9	0.5	7660.31	-0.13217	-0.862765	0
scaffold284_489609	489609	489609	0.375	12225.4	0.325	12322.3	-0.00789938	-0.572024	0
scaffold284_522849	522849	522849	0.3	14161.8	0.2	15137.2	-0.0666075	-0.709376	0
scaffold284_522877	522877	522877	0.3	13493.9	0.425	12086.7	0.110132	-0.295879	0
scaffold284_522878	522878	522878	0	17254	0.1	13737.9	0.227883	-0.0203901	0
scaffold284_522880	522880	522880	0	17254	0.1	13737.9	0.227883	-0.0203901	0
scaffold284_529553	529553	529553	0.15	14104.5	0.1	13252.5	0.0623084	-0.407766	0
scaffold284_529558	529558	529558	0.425	11135.7	0.3	10049.1	0.102673	-0.31333	0
scaffold284_529746	529746	529746	0.45	10976.9	0.425	8835.6	0.217	-0.0458518	0
scaffold284_529782	529782	529782	0.425	10975.1	0.3	9541.5	0.139979	-0.226049	0
scaffold284_529793	529793	529793	0.425	9774.9	0.425	8835.78	0.101008	-0.317225	0
scaffold284_529795	529795	529795	0.4	10142.2	0.3	10456.7	-0.0305318	-0.624974	0
scaffold284_529822	529822	529822	0.025	15117.3	0.075	12580.3	0.18371	-0.123737	0
scaffold284_529835	529835	529835	0.425	15538.8	0.425	13595	0.13364	-0.24088	0
scaffold284_546416	546416	546416	0.1	21864.3	0.075	17987.3	0.19519	-0.0968782	0
scaffold284_546449	546449	546449	0.05	20917.8	0.125	14830	0.343947	0.251152	0
scaffold284_546459	546459	546459	0.05	20917.8	0.125	14830	0.343947	0.251152	0
scaffold284_546478	546478	546478	0.725	17156.5	0.425	12081.4	0.350704	0.26696	0
scaffold284_546696	546696	546696	0.125	21211.5	0.35	14036.1	0.412915	0.412508	0
scaffold284_546716	546716	546716	0.125	21211.5	0.375	14209.9	0.400605	0.383708	0
scaffold284_546719	546719	546719	0.15	24143	0.125	23646.1	0.0207937	-0.504894	0
scaffold284_575296	575296	575296	0.4	19982.7	0.2	22546.1	-0.120694	-0.835916	0
scaffold284_575314	575314	575314	0.175	24951.9	0.35	20247.4	0.208926	-0.0647417	0
scaffold284_601980	601980	601980	0.05	27766.7	0.075	25895.8	0.0697537	-0.390347	0
scaffold284_602143	602143	602143	0.2	20551.1	0.05	24167.9	-0.162111	-0.932815	0
scaffold284_602157	602157	602157	0.125	18308.9	0.175	19421.3	-0.0589818	-0.691535	0
scaffold284_602183	602183	602183	0.275	15366.1	0.1	20623.5	-0.294265	-1.242	0
scaffold284_602198	602198	602198	0.05	22573.2	0.075	23155	-0.0254463	-0.613076	0
scaffold284_642374	642374	642374	0.075	21601.6	0.175	18797.9	0.139019	-0.228295	0
scaffold284_642386	642386	642386	0.075	21601.6	0.175	18797.9	0.139019	-0.228295	0
scaffold284_642428	642428	642428	0.075	20212.6	0.175	18039.2	0.11376	-0.287391	0
scaffold285_127935	127935	127935	0.15	26546	0.15	6599	1.39196	2.70307	1
scaffold285_127937	127937	127937	0.85	26546	0.45	6768.54	1.36659	2.64371	1
scaffold285_127940	127940	127940	0	26551.7	0.25	6828.84	1.35794	2.62348	1
scaffold285_127981	127981	127981	0.85	26546	0.425	7033.58	1.32818	2.55385	1
scaffold285_128191	128191	128191	0.15	26546	0.3	9975.83	0.978714	1.73624	0
scaffold285_128192	128192	128192	0	26551.7	0.175	13432.2	0.681437	1.04074	0
scaffold285_128235	128235	128235	0.15	26546	0.175	14396.2	0.611915	0.878086	0
scaffold285_128247	128247	128247	0	29162.9	0.175	19243.8	0.415709	0.419045	0
scaffold285_162035	162035	162035	0.15	26546	0.2	23005.5	0.143145	-0.218642	0
scaffold285_162221	162221	162221	0.075	24140.1	0.075	21053.9	0.136786	-0.233519	0
scaffold285_162242	162242	162242	0.5	19168.8	0.075	21721.4	-0.125016	-0.846028	0
scaffold285_162252	162252	162252	0.5	19168.8	0.075	21721.4	-0.125016	-0.846028	0
scaffold285_162266	162266	162266	0.15	19163.3	0.2	21687.6	-0.123741	-0.843045	0
scaffold285_162270	162270	162270	0.15	19163.3	0.2	21687.6	-0.123741	-0.843045	0
scaffold285_162271	162271	162271	0.15	19163.3	0.2	21687.6	-0.123741	-0.843045	0
scaffold285_162272	162272	162272	0.15	19163.3	0.2	21687.6	-0.123741	-0.843045	0
scaffold285_162281	162281	162281	0.5	23506.1	0.075	30450.2	-0.258831	-1.1591	0
scaffold285_227097	227097	227097	0.15	37597.9	0.375	28524.5	0.276186	0.092619	0
scaffold285_227376	227376	227376	0.15	37597.9	0.375	28524.5	0.276186	0.092619	0
scaffold285_244857	244857	244857	0	40634.6	0.1	32719.7	0.21664	-0.0466941	0
scaffold285_244883	244883	244883	0.2	31417	0.05	31403.2	0.000439471	-0.552514	0
scaffold285_248229	248229	248229	0.1	30883.9	0.225	22731	0.306504	0.163551	0
scaffold285_248231	248231	248231	0.175	23268.3	0.1	19757.2	0.163575	-0.170844	0
scaffold285_248238	248238	248238	0.15	27947.8	0.15	21915	0.243168	0.0153705	0
scaffold285_248271	248271	248271	0.125	27222.7	0.05	20553.1	0.281036	0.103966	0
scaffold285_248274	248274	248274	0.25	21105.2	0.2	17175.2	0.206053	-0.0714633	0
scaffold285_248441	248441	248441	0.175	33115.2	0	22762.8	0.374865	0.323487	0
scaffold285_248444	248444	248444	0	37397.4	0.225	21783.9	0.540429	0.710838	0
scaffold285_248503	248503	248503	0.125	37325.7	0.05	34640.1	0.0746695	-0.378846	0
scaffold285_248517	248517	248517	0.15	37083.7	0.15	34702.3	0.0663722	-0.398259	0
scaffold285_250422	250422	250422	0.025	50350.3	0.1	34413.7	0.380548	0.336783	0
scaffold285_250433	250433	250433	0	50355.7	0.1	34413.7	0.380656	0.337036	0
scaffold285_250638	250638	250638	0.025	50350.3	0.175	34618.1	0.374626	0.322928	0
scaffold285_264104	264104	264104	0.15	48370.8	0.25	38243.1	0.234933	-0.00389603	0
scaffold285_264296	264296	264296	0.2	51624.4	0.075	54875	-0.0610635	-0.696406	0
scaffold285_280755	280755	280755	0.05	59840.1	0.05	56530.4	0.0568975	-0.420426	0
scaffold285_310826	310826	310826	0.275	50442.4	0.2	49762.4	0.0135729	-0.521787	0
scaffold285_322750	322750	322750	0.075	63347.5	0.1	52568.6	0.186515	-0.117174	0
scaffold285_322765	322765	322765	0.075	63347.5	0.075	52977.3	0.178772	-0.13529	0
scaffold285_334914	334914	334914	0	64498.6	0.175	40633.6	0.462047	0.527457	0
scaffold285_335220	335220	335220	0	64234.6	0.1	39449.9	0.48751	0.58703	0
scaffold285_391911	391911	391911	0.65	40625.5	0.225	29881.4	0.307161	0.165088	0
scaffold285_391925	391925	391925	0.65	40625.5	0.225	29881.4	0.307161	0.165088	0
scaffold285_392212	392212	392212	0.675	39572.4	0.225	29881.4	0.280898	0.103643	0
scaffold285_392265	392265	392265	0.7	38719.7	0.425	22975.1	0.521935	0.66757	0
scaffold285_397528	397528	397528	0	42586.5	0.125	20350.5	0.738434	1.17409	0
scaffold285_397554	397554	397554	0.1	35767.6	0.25	16062.9	0.800527	1.31936	0
scaffold285_397564	397564	397564	0	35770	0.125	14686.6	0.890174	1.5291	0
scaffold285_397565	397565	397565	0.025	35255.2	0.075	13845.3	0.934664	1.63319	0
scaffold285_397581	397581	397581	0.25	25224.8	0.35	10465.4	0.879757	1.50473	0
scaffold285_397584	397584	397584	0.075	25643.5	0.15	13717.5	0.625617	0.910143	0
scaffold285_397595	397595	397595	0.025	25837.4	0.075	14244	0.595485	0.839647	0
scaffold285_397784	397784	397784	0.325	19649	0.2	13753.8	0.356708	0.281007	0
scaffold285_411359	411359	411359	0.325	25570.8	0.45	16148.2	0.459645	0.521837	0
scaffold285_411363	411363	411363	0.175	26529.4	0.05	16983.4	0.446015	0.489949	0
scaffold285_411412	411412	411412	0.175	26529.4	0.05	16983.4	0.446015	0.489949	0
scaffold285_411627	411627	411627	0.15	23185.9	0.075	17440.6	0.284746	0.112646	0
scaffold285_411668	411668	411668	0.075	26810.3	0.175	17796.5	0.409782	0.405178	0
scaffold285_411683	411683	411683	0.075	29141.5	0.2	17794.6	0.493265	0.600494	0
